lat_long
"(47.562238, -121.833339)"
"(47.362177, -122.037199)"
"(47.695251, -122.28631299999999)"
"(47.557722999999996, -122.02888999999999)"
"(47.694453, -122.09301799999999)"
"(47.776676, -122.105954)"
"(47.669437, -122.37161599999999)"
"(47.718546999999994, -122.109369)"
"(48.217852, -122.680985)"
"(47.351596, -122.175501)"
"(47.655032, -122.282351)"
"(47.520107, -121.88473)"
"(47.607296000000005, -122.295849)"
"(47.265365, -121.91334599999999)"
"(47.635195, -122.071925)"
"(47.772923999999996, -122.052274)"
"(47.825249, -122.06623700000002)"
"(47.545048, -122.319751)"
"(47.576505, -122.01145700000001)"
"(47.612432, -122.314123)"
"(47.487338, -121.86221200000001)"
"(47.525609, -122.318017)"
"(47.429272, -122.19973600000002)"
"(47.514468, -122.02161699999999)"
"(47.536076, -122.387344)"
"(47.378439, -122.124843)"
"(47.688219000000004, -122.378975)"
"(47.451944, -122.365801)"
"(47.30758, -122.381813)"
"(47.477016, -122.123828)"
"(47.392176, -122.19836200000002)"
"(47.679396000000004, -122.27559099999999)"
"(47.545256, -121.99844099999999)"
"(47.699141999999995, -122.13665300000001)"
"(47.579564000000005, -122.37695500000001)"
"(47.482093, -122.15968799999999)"
"(47.691299, -122.09424299999999)"
"(47.592133000000004, -122.15131399999999)"
"(47.326325, -122.16353899999999)"
"(47.304311, -122.21963999999998)"
"(47.697362, -122.351249)"
"(47.751657, -122.16944299999999)"
"(47.673598, -122.145925)"
"(47.367464, -122.16543700000001)"
"(47.367464, -122.16543700000001)"
"(47.241446999999994, -121.969027)"
"(47.682806, -122.096658)"
"(47.310321, -122.006049)"
"(47.69313, -122.11353600000001)"
"(47.305516, -122.366024)"
"(47.383611, -122.31760700000001)"
"(47.697716, -122.325078)"
"(47.519141999999995, -122.150678)"
"(47.386071, -122.156653)"
"(47.321006, -122.185084)"
"(47.314172, -122.12863300000001)"
"(47.576392, -122.03284199999999)"
"(47.270268, -122.31179399999999)"
"(46.819859, -123.03605)"
"(47.472029, -122.356545)"
"(47.360744, -122.051271)"
"(47.30342, -122.28063600000002)"
"(47.761109000000005, -122.16275800000001)"
"(47.195376, -121.974318)"
"(47.590886, -122.237802)"
"(47.559751, -122.39086)"
"(47.653667999999996, -122.38600000000001)"
"(47.607082, -122.01158000000001)"
"(47.683053, -122.297482)"
"(47.746621999999995, -122.291276)"
"(47.71578, -122.292832)"
"(47.381842, -122.31050800000001)"
"(47.566945000000004, -122.010278)"
"(47.261296, -122.198228)"
"(47.599994, -122.01343100000001)"
"(47.64493, -122.31834199999999)"
"(47.715972, -122.35505)"
"(47.563932, -122.271993)"
"(47.44951, -122.273845)"
"(47.753709, -122.291547)"
"(47.703627000000004, -122.353918)"
"(47.704329, -122.34716599999999)"
"(47.658964000000005, -122.199982)"
"(47.724815, -122.19946399999999)"
"(47.434371, -122.168196)"
"(47.691419, -122.20401100000001)"
"(47.673854999999996, -122.38951000000002)"
"(47.363254, -122.11063999999999)"
"(47.677261, -122.387548)"
"(47.60434, -122.30186299999998)"
"(47.515374, -121.87028799999999)"
"(47.749243, -122.35280300000001)"
"(47.669487, -122.39200100000001)"
"(47.487190000000005, -122.25326299999999)"
"(47.725941, -122.106086)"
"(47.642709, -117.38615300000001)"
"(47.254178, -122.10176100000001)"
"(47.767267, -122.37593100000001)"
"(47.523259, -122.28804299999999)"
"(47.381908, -122.049282)"
"(47.511276, -122.25098999999999)"
"(47.548472, -122.00281299999999)"
"(47.311042, -122.400782)"
"(47.581592, -122.312106)"
"(47.487744, -122.30213400000001)"
"(47.591122, -122.19503)"
"(47.683381, -122.38108899999999)"
"(47.732147999999995, -122.199329)"
"(47.582256, -122.30556999999999)"
"(47.492962, -122.366951)"
"(47.492962, -122.366951)"
"(47.692078, -122.36443700000001)"
"(47.509131, -122.264758)"
"(47.643159000000004, -122.299989)"
"(47.73276, -122.28833700000001)"
"(47.462457, -122.15106100000001)"
"(47.502107, -121.89908799999999)"
"(47.750557, -122.18216899999999)"
"(47.194625, -121.97486299999998)"
"(47.44062, -122.138251)"
"(47.612828, -122.14627)"
"(47.515614, -122.381075)"
"(47.775695, -122.16411599999999)"
"(47.775695, -122.16411599999999)"
"(47.775949, -122.16412199999999)"
"(47.2964, -122.19109099999999)"
"(47.336329, -122.33911499999999)"
"(47.389362, -122.282118)"
"(47.570209999999996, -122.38758899999999)"
"(47.303563, -122.362949)"
"(47.408667, -122.17238700000001)"
"(47.633494, -122.02246799999999)"
"(47.574213, -122.019074)"
"(47.601224, -122.14177600000001)"
"(47.318989, -122.08429299999999)"
"(47.567609999999995, -122.36993400000001)"
"(47.650341999999995, -122.335125)"
"(47.633136, -122.03066799999999)"
"(47.561178000000005, -122.020967)"
"(47.562112, -122.11139399999999)"
"(47.508454, -122.46883400000002)"
"(47.441365999999995, -122.156651)"
"(47.746155, -122.07521499999999)"
"(47.308564000000004, -122.34828600000002)"
"(47.466134000000004, -122.14633400000001)"
"(47.484311, -122.470199)"
"(47.657412, -122.358594)"
"(47.307645, -122.391019)"
"(47.762406, -122.26868700000001)"
"(47.694174, -122.177419)"
"(47.53868, -122.366505)"
"(47.433413, -122.325781)"
"(47.644411, -122.40839199999999)"
"(47.280349, -122.34456399999999)"
"(47.770371000000004, -122.263998)"
"(47.454644, -122.464886)"
"(47.279702, -122.25249199999999)"
"(47.553209, -122.37225900000001)"
"(47.643808, -122.325897)"
"(47.515446999999995, -122.37121599999999)"
"(47.691410999999995, -122.32569)"
"(47.490192, -122.318032)"
"(47.596993, -122.308989)"
"(47.618833, -122.31013300000001)"
"(47.623532, -122.10868300000001)"
"(47.685895, -122.18386699999999)"
"(47.553882, -122.304079)"
"(47.481198, -122.279953)"
"(47.349283, -122.290484)"
"(47.76501, -122.275773)"
"(47.551309, -122.39805)"
"(47.638507000000004, -122.21771499999998)"
"(47.760949, -122.265859)"
"(47.73387, -122.1603)"
"(47.26437, -122.27221899999999)"
"(47.54558, -122.36111399999999)"
"(47.509126, -122.37168)"
"(47.705773, -122.31071200000001)"
"(47.700156, -122.36701699999999)"
"(47.684019, -122.357358)"
"(47.696056, -122.13291799999999)"
"(47.588352, -121.980502)"
"(47.679334999999995, -122.389776)"
"(47.601397999999996, -122.059595)"
"(47.55616, -122.39364199999999)"
"(47.761881, -122.372302)"
"(47.638673, -122.404255)"
"(47.44299, -122.10423)"
"(47.390289, -122.17026399999999)"
"(47.517143, -122.18963799999999)"
"(47.687416, -122.03760600000001)"
"(47.442746, -121.766993)"
"(47.494023999999996, -122.308249)"
"(47.381475, -122.152658)"
"(47.377763, -122.032059)"
"(47.525539, -122.31348799999999)"
"(47.609715, -122.30276299999998)"
"(47.385609, -122.168297)"
"(47.628882, -122.046773)"
"(47.603229, -122.33028)"
"(47.366085999999996, -122.03116200000001)"
"(47.581235, -122.390321)"
"(47.369873999999996, -122.070406)"
"(47.776694, -122.384147)"
"(47.752837, -122.33153200000001)"
"(47.672356, -122.37771699999999)"
"(47.539994, -122.36892900000001)"
"(47.373318, -122.17663600000002)"
"(47.776199, -122.16176599999999)"
"(47.775949, -122.16412199999999)"
"(47.775934, -122.164123)"
"(47.625077000000005, -122.205205)"
"(47.575053000000004, -122.138346)"
"(47.329029, -122.287077)"
"(47.726944, -122.35826100000001)"
"(47.493788, -122.17012700000001)"
"(47.760746000000005, -122.26023899999998)"
"(47.487021, -122.47924099999999)"
"(47.362773, -122.032199)"
"(47.739838, -121.951126)"
"(47.653579, -122.35341399999999)"
"(47.670761, -122.177451)"
"(47.366966999999995, -122.019826)"
"(47.492779999999996, -122.14576399999999)"
"(47.429749, -122.34274099999999)"
"(47.4176, -122.441856)"
"(47.279883, -122.352897)"
"(47.342851, -122.180057)"
"(47.420002000000004, -122.21996200000001)"
"(47.336386, -122.296423)"
"(47.537519, -121.74263899999998)"
"(47.537519, -121.74263899999998)"
"(47.434172, -122.040847)"
"(47.562938, -122.27361)"
"(47.342665999999994, -122.31626899999999)"
"(47.26109, -122.29387)"
"(47.379279, -122.02266200000001)"
"(47.486505, -122.235874)"
"(47.736173, -122.17118700000002)"
"(47.577715000000005, -122.380233)"
"(47.365629, -122.287221)"
"(47.207689, -121.996232)"
"(47.503498, -122.352449)"
"(47.335264, -122.17968799999998)"
"(47.4693, -122.010893)"
"(47.675411, -122.354351)"
"(47.679752, -122.38540900000001)"
"(47.734938, -122.33561)"
"(47.590265, -122.16465900000001)"
"(47.344878, -122.25853500000001)"
"(47.712979, -122.225103)"
"(47.65933, -122.28276000000001)"
"(47.587758, -122.38761299999999)"
"(47.692481, -122.375477)"
"(47.708298, -122.117078)"
"(47.420730999999996, -122.334138)"
"(47.565535, -122.37603600000001)"
"(47.775108, -122.212392)"
"(47.310549, -122.227843)"
"(47.666427, -122.324937)"
"(47.376723, -122.18016200000001)"
"(47.686203000000006, -122.181528)"
"(47.437317, -122.20873200000001)"
"(47.762756, -122.04165900000001)"
"(47.529317999999996, -122.346754)"
"(47.668659999999996, -122.36993400000001)"
"(47.660782, -122.35721699999999)"
"(47.583905, -121.864414)"
"(47.337803, -122.17691299999998)"
"(47.758336, -122.37298999999999)"
"(47.390568, -122.30453700000001)"
"(47.576772, -122.416931)"
"(47.597505, -122.209819)"
"(47.646972, -122.372596)"
"(47.452431, -122.18189)"
"(47.332683, -122.318025)"
"(47.419926000000004, -122.21261299999999)"
"(47.62332, -122.289151)"
"(47.587762, -122.073006)"
"(47.398416999999995, -122.31116599999999)"
"(47.556921, -122.38542)"
"(47.560643, -122.173051)"
"(47.458397, -122.117066)"
"(47.389022, -122.21465)"
"(47.503948, -122.47591899999999)"
"(47.493775, -122.27796000000001)"
"(47.493775, -122.27796000000001)"
"(47.489965000000005, -122.15306299999999)"
"(47.544692, -122.373948)"
"(47.430133000000005, -122.16073300000001)"
"(47.561139000000004, -122.185374)"
"(47.501486, -122.149546)"
"(47.335435, -122.346069)"
"(47.608726000000004, -122.311521)"
"(47.69532, -122.34996000000001)"
"(47.714864, -122.355519)"
"(47.180909, -121.963347)"
"(47.52199, -122.35781000000001)"
"(47.280319, -122.253624)"
"(47.55276, -122.09297)"
"(47.697857, -122.34880700000001)"
"(47.258702, -122.19918200000001)"
"(47.450536, -122.180067)"
"(47.703921, -122.012068)"
"(47.687670000000004, -122.380053)"
"(47.687670000000004, -122.380053)"
"(47.632644, -121.945807)"
"(47.371577, -122.21535)"
"(47.396397, -122.203455)"
"(47.578188, -122.11322)"
"(47.584414, -122.016122)"
"(47.28406, -122.20508000000001)"
"(47.425354, -122.158997)"
"(47.280256, -122.356728)"
"(47.650177, -122.391573)"
"(47.312334, -122.36395300000001)"
"(47.348203999999996, -122.298635)"
"(47.59865, -122.035774)"
"(47.516836, -122.37560500000001)"
"(47.489404, -122.340319)"
"(47.363329, -122.04626)"
"(47.677446999999994, -122.28228200000001)"
"(47.690589, -122.394733)"
"(47.419167, -122.165958)"
"(47.544584, -122.186199)"
"(47.596599, -122.29750200000001)"
"(47.713017, -122.3609)"
"(47.428652, -122.197088)"
"(47.539367, -122.36440400000001)"
"(47.726986, -122.20371000000002)"
"(47.581663, -122.402052)"
"(47.56239, -122.027198)"
"(47.372440999999995, -122.17098200000001)"
"(47.492478999999996, -122.139121)"
"(47.488119, -122.302125)"
"(47.767227, -122.21420800000001)"
"(47.695172, -122.130725)"
"(47.559509999999996, -122.114897)"
"(47.682584999999996, -122.354252)"
"(47.476423, -122.32343600000002)"
"(47.405868, -122.323242)"
"(47.674402, -122.334849)"
"(47.621635, -122.30247800000001)"
"(47.700668, -122.389522)"
"(47.48957, -122.150222)"
"(47.765768, -122.311411)"
"(47.594678, -121.98114299999999)"
"(47.376723, -122.18016200000001)"
"(47.587036, -122.146583)"
"(46.98318, -122.743664)"
"(47.572615, -122.287773)"
"(47.640954, -122.409097)"
"(47.722766, -122.320823)"
"(47.665197, -122.081226)"
"(47.365144, -122.09383100000001)"
"(47.494032000000004, -122.228471)"
"(47.318702, -122.38531100000002)"
"(47.612119, -122.15149)"
"(47.484446999999996, -122.338333)"
"(47.690653999999995, -122.365347)"
"(47.402069, -122.462461)"
"(47.763560999999996, -122.01721699999999)"
"(47.377539, -122.320388)"
"(47.197058, -122.00656399999998)"
"(47.564111, -122.124328)"
"(47.19623, -122.0069)"
"(47.729251, -122.34368799999999)"
"(47.326893, -122.088017)"
"(47.433535, -122.10576599999999)"
"(47.627067, -122.042423)"
"(47.709216, -122.11130800000001)"
"(47.55352, -122.219967)"
"(47.384803000000005, -122.224528)"
"(47.275962, -122.259809)"
"(47.707737, -122.01888100000001)"
"(47.600438, -121.957683)"
"(47.749089, -122.233027)"
"(47.589251000000004, -122.30239099999999)"
"(47.570608, -121.95857)"
"(47.539333, -122.280763)"
"(47.626385, -122.324285)"
"(47.638553, -122.16211499999999)"
"(47.440154, -122.128534)"
"(47.367302, -122.307149)"
"(47.563691999999996, -122.292204)"
"(47.504354, -122.19263799999999)"
"(47.656597999999995, -122.08771999999999)"
"(47.758464000000004, -122.216575)"
"(47.736273, -122.189849)"
"(47.524723, -122.28024199999999)"
"(47.696678000000006, -122.025705)"
"(47.418545, -122.325593)"
"(47.669938, -122.364029)"
"(47.352003, -122.28658100000001)"
"(47.669276, -122.20233200000001)"
"(47.633790000000005, -122.393373)"
"(47.344425, -122.091291)"
"(47.612899, -122.284944)"
"(47.304476, -122.393819)"
"(47.5757, -122.393824)"
"(47.64055, -122.327104)"
"(47.64055, -122.327104)"
"(47.552469, -122.361746)"
"(47.554223, -122.377629)"
"(47.317629, -122.252845)"
"(47.385482, -122.16209599999999)"
"(47.723971, -122.168605)"
"(47.598914, -122.173409)"
"(47.364543, -122.318767)"
"(47.336152, -122.18355)"
"(47.589354, -122.01793)"
"(47.486862, -121.79858)"
"(47.486862, -121.79858)"
"(47.681169, -122.38431899999999)"
"(47.313855, -122.27543100000001)"
"(47.267098, -122.309394)"
"(47.360194, -122.035374)"
"(47.555337, -121.85559099999999)"
"(47.555493, -122.001476)"
"(47.420002000000004, -122.21996200000001)"
"(47.703601, -122.346593)"
"(47.717912, -122.291294)"
"(47.359355, -122.069823)"
"(47.360814000000005, -122.081193)"
"(47.472083000000005, -122.29133799999998)"
"(47.683433, -122.37681)"
"(47.435142, -122.025218)"
"(47.490809999999996, -122.26903300000001)"
"(47.700316, -122.35808)"
"(47.739398, -122.169886)"
"(47.402266, -122.027652)"
"(47.526202000000005, -122.360482)"
"(47.731072999999995, -122.31001)"
"(47.344260999999996, -122.268702)"
"(47.736312, -122.192209)"
"(47.590340999999995, -122.02791299999998)"
"(47.336214, -122.27413999999999)"
"(47.728151000000004, -122.200627)"
"(47.390135, -122.050606)"
"(47.588737, -121.974296)"
"(47.675294, -122.38694299999999)"
"(47.610001000000004, -122.292625)"
"(47.512508000000004, -122.25350900000001)"
"(47.649053, -122.118844)"
"(47.653046999999994, -122.279817)"
"(47.53293, -121.90383899999999)"
"(47.604289, -122.201678)"
"(47.693373, -122.342408)"
"(47.546704, -121.927901)"
"(47.479149, -122.09561699999999)"
"(47.592529, -122.313048)"
"(47.4371, -122.162901)"
"(47.659464, -122.125)"
"(47.668659000000005, -122.37013700000001)"
"(47.653855, -122.351281)"
"(47.769545, -122.32006899999999)"
"(47.336143, -122.167143)"
"(47.744510999999996, -122.247964)"
"(47.29242, -122.25208799999999)"
"(47.743853, -122.299353)"
"(47.751785999999996, -122.32888700000001)"
"(47.334140999999995, -121.91403899999999)"
"(47.512934, -122.31755700000001)"
"(47.489683, -122.22408899999999)"
"(47.415504, -122.30179199999999)"
"(47.599677, -122.129201)"
"(47.64732, -122.362205)"
"(47.699596, -122.306839)"
"(47.660275, -122.345628)"
"(47.333577000000005, -122.056219)"
"(47.353592, -122.305393)"
"(47.697089, -122.390745)"
"(47.671456, -122.289092)"
"(47.636537, -121.97180900000001)"
"(47.481027000000005, -122.26721599999999)"
"(47.334676, -122.265419)"
"(47.5651, -122.08543200000001)"
"(47.558199, -122.27918400000001)"
"(47.69215, -122.30493999999999)"
"(47.354759, -122.14683899999999)"
"(47.659099, -122.32969399999999)"
"(47.686584, -122.192552)"
"(47.674064, -122.203699)"
"(47.83815, -121.985332)"
"(47.609964, -122.30889199999999)"
"(47.725640000000006, -121.966394)"
"(47.388971999999995, -122.052575)"
"(47.42414, -122.330615)"
"(47.433489, -122.21241100000002)"
"(47.544477, -122.011873)"
"(47.621101, -122.233648)"
"(47.352676, -122.04783799999998)"
"(47.676561, -122.377848)"
"(47.203506, -122.00556)"
"(47.559791, -122.288252)"
"(47.289457, -122.34066899999999)"
"(47.449851, -122.181592)"
"(47.719913, -122.24927199999999)"
"(47.387983, -122.23341299999998)"
"(47.363516, -122.082035)"
"(47.345164000000004, -122.150152)"
"(47.630043, -122.3086)"
"(47.77173, -122.195525)"
"(47.292451, -122.25103899999999)"
"(45.670707, -122.68733600000002)"
"(47.537022, -122.22248799999998)"
"(47.51127, -122.149171)"
"(47.386072, -122.28309099999998)"
"(47.301605, -122.22033)"
"(47.768694, -122.107882)"
"(47.333641, -122.364062)"
"(47.649875, -122.40956899999999)"
"(47.751573, -122.24231699999999)"
"(47.739357, -122.16988500000001)"
"(47.662401, -122.34606799999999)"
"(47.657244, -122.32906399999999)"
"(47.552073, -122.16216200000001)"
"(47.296455, -122.22531399999998)"
"(47.481583, -121.770537)"
"(47.624359999999996, -122.119809)"
"(47.334732, -122.258889)"
"(47.659192, -122.145394)"
"(47.675619, -122.27955)"
"(47.473372, -122.143728)"
"(47.491388, -122.221376)"
"(47.208890999999994, -122.00028700000001)"
"(47.636264000000004, -122.39079699999999)"
"(47.356215999999996, -122.15835)"
"(47.371321, -122.089096)"
"(47.674532, -122.377924)"
"(47.666007, -122.055452)"
"(47.499095000000004, -122.15957900000001)"
"(47.449151, -122.11968700000001)"
"(47.517387, -122.267393)"
"(47.574545, -122.00816)"
"(47.660148, -122.393925)"
"(47.729215, -122.28256599999999)"
"(47.612525, -122.10811000000001)"
"(47.515935999999996, -122.19136999999999)"
"(47.354597, -122.00461200000001)"
"(47.598329, -122.307135)"
"(47.557713, -122.274469)"
"(47.511163, -122.27523500000001)"
"(47.460023, -122.148749)"
"(47.536008, -122.35760900000001)"
"(47.462104, -122.46036399999998)"
"(47.423369, -122.28769299999999)"
"(47.601709, -122.117122)"
"(47.697222, -122.199357)"
"(47.304961, -122.30464599999999)"
"(47.681144, -122.372561)"
"(47.653689, -122.27626399999998)"
"(47.794288, -122.745649)"
"(47.336414000000005, -122.316907)"
"(47.445242, -122.123622)"
"(47.478085, -122.1226)"
"(47.36802, -122.14533700000001)"
"(47.691936, -122.331076)"
"(47.36824, -122.055304)"
"(47.413561, -122.329903)"
"(47.560973, -122.13223)"
"(47.631613, -122.013002)"
"(47.630588, -122.21806799999999)"
"(47.452647999999996, -122.116828)"
"(47.570289, -122.394508)"
"(47.690115999999996, -122.378969)"
"(47.626371, -122.122238)"
"(47.575946, -122.029597)"
"(47.621395, -122.19490900000001)"
"(47.690376, -122.37043200000001)"
"(47.423285, -122.211524)"
"(47.641544, -121.965345)"
"(47.715322, -122.191195)"
"(47.802489, -122.219624)"
"(47.381778000000004, -122.032671)"
"(47.6269, -122.08853700000002)"
"(47.569726, -122.397452)"
"(47.53648, -122.373883)"
"(47.348779, -122.28796200000001)"
"(47.447846000000006, -122.28808000000001)"
"(47.485471000000004, -122.33123799999998)"
"(47.413443, -122.317451)"
"(47.600235999999995, -122.19565300000001)"
"(47.426482, -121.66845900000001)"
"(47.446513, -122.130605)"
"(47.692048, -122.39241200000001)"
"(47.574075, -122.134046)"
"(47.368623, -122.111828)"
"(47.565566, -122.375499)"
"(47.739012, -122.09088500000001)"
"(47.611922, -122.293709)"
"(47.481373, -122.31501200000001)"
"(47.686890999999996, -122.332452)"
"(47.453901, -122.117663)"
"(47.522689, -122.38351100000001)"
"(47.531323, -122.357766)"
"(47.476832, -122.17759099999999)"
"(47.682113, -122.36058500000001)"
"(47.363946999999996, -122.08336399999999)"
"(47.576688, -121.99063000000001)"
"(47.462977, -121.99393799999999)"
"(47.629057, -122.027827)"
"(47.40059, -122.318951)"
"(47.621486, -122.31138200000001)"
"(47.57465, -122.408079)"
"(47.531481, -122.356397)"
"(47.624334000000005, -122.038591)"
"(47.612004, -122.31412900000001)"
"(47.557491, -121.857731)"
"(47.292361, -122.21398799999999)"
"(47.667183, -122.366905)"
"(47.733357, -122.241025)"
"(47.480201, -121.758351)"
"(47.48028, -121.756532)"
"(47.524077, -122.191868)"
"(47.68905, -122.01428899999999)"
"(47.764124, -122.052552)"
"(47.329637, -122.20256699999999)"
"(47.482726, -122.12475500000001)"
"(47.626402, -122.05096100000002)"
"(47.691274, -122.33105400000001)"
"(47.517946, -122.26740500000001)"
"(47.439029999999995, -122.339097)"
"(47.287451000000004, -122.366956)"
"(47.287451000000004, -122.366956)"
"(47.359733, -122.192972)"
"(47.608289, -122.033547)"
"(47.319379999999995, -122.08936299999999)"
"(47.693084000000006, -122.294808)"
"(47.595393, -122.301172)"
"(47.640251, -122.30088500000001)"
"(47.588352, -121.980502)"
"(47.608284999999995, -122.11288300000001)"
"(47.573977, -122.109007)"
"(47.285377000000004, -122.26636)"
"(47.643693, -122.190246)"
"(47.559324, -122.190148)"
"(47.494743, -121.78303100000001)"
"(47.419577000000004, -122.02878500000001)"
"(47.403908, -122.31301599999999)"
"(47.538384, -122.37121)"
"(47.578235, -122.394195)"
"(47.276816, -122.148548)"
"(47.388214000000005, -122.481923)"
"(47.388214000000005, -122.481923)"
"(47.343095, -122.168102)"
"(47.670120000000004, -122.329481)"
"(47.528896, -122.138847)"
"(47.355140999999996, -122.024898)"
"(47.280495, -122.29910600000001)"
"(47.696411, -122.283943)"
"(47.533429, -122.371204)"
"(47.530718, -122.38554599999999)"
"(47.314949, -122.38821000000002)"
"(47.653981, -122.38556000000001)"
"(47.718207, -122.35291699999999)"
"(47.457654, -122.331926)"
"(47.58871, -122.17740500000001)"
"(47.359388, -122.187518)"
"(47.663158, -122.33133799999999)"
"(47.769605, -122.386232)"
"(47.636528000000006, -122.208997)"
"(47.519912, -122.20201200000001)"
"(47.598499, -122.15033400000002)"
"(47.580961, -122.24041100000001)"
"(47.521553999999995, -122.35781000000001)"
"(47.548324, -122.374183)"
"(47.448638, -122.12138799999998)"
"(47.448638, -122.12138799999998)"
"(47.248188, -121.999342)"
"(47.714074, -122.328469)"
"(47.524155, -122.380705)"
"(47.626331, -122.124994)"
"(47.498521999999994, -122.36583300000001)"
"(47.589563, -122.050696)"
"(47.429990000000004, -122.32961200000001)"
"(47.551704, -122.27538899999999)"
"(47.367939, -122.093897)"
"(47.562278000000006, -122.221595)"
"(47.572114, -122.39513600000001)"
"(47.319373999999996, -122.21592700000001)"
"(47.471498, -122.09942)"
"(47.794288, -122.745649)"
"(47.478747, -122.209453)"
"(47.641132, -122.36494499999999)"
"(47.775603000000004, -122.23924699999999)"
"(47.517702, -122.203686)"
"(47.366085999999996, -122.03116200000001)"
"(47.610048, -122.31416200000001)"
"(47.704024, -122.365424)"
"(47.704024, -122.365424)"
"(47.629644, -122.22113700000001)"
"(47.349542, -122.15910900000002)"
"(47.718044, -122.189431)"
"(47.696426, -122.36871399999998)"
"(47.194621999999995, -121.974549)"
"(47.541234, -121.87916499999999)"
"(47.574884000000004, -122.294053)"
"(47.54124, -122.177024)"
"(47.428528, -122.323356)"
"(47.625127, -122.118953)"
"(47.76236, -122.243274)"
"(47.653495, -122.195203)"
"(47.324793, -122.144314)"
"(47.46882, -121.993834)"
"(47.639812, -122.359572)"
"(47.531405, -121.87161599999999)"
"(47.641578, -122.36358)"
"(47.558981, -122.172629)"
"(47.72834, -121.88656)"
"(47.701674, -122.24023400000002)"
"(47.740114, -122.33232199999999)"
"(47.532678999999995, -121.867079)"
"(47.398951000000004, -122.423869)"
"(47.406457, -122.200282)"
"(47.729808, -122.28451799999999)"
"(47.669969, -122.16396399999999)"
"(47.312634, -122.022365)"
"(47.422959999999996, -122.21808100000001)"
"(47.516814000000004, -122.056196)"
"(47.638462, -122.372956)"
"(47.325004, -122.142366)"
"(47.587228, -122.240429)"
"(47.606497, -121.92826000000001)"
"(47.611193, -121.93417099999999)"
"(47.312273, -122.22743799999999)"
"(47.689198, -122.30361599999999)"
"(47.609433, -122.29626299999998)"
"(47.281807, -122.357183)"
"(47.567858, -121.86390700000001)"
"(47.690145, -122.170377)"
"(47.56483, -122.29446599999999)"
"(47.703348, -122.111934)"
"(47.773334999999996, -122.249229)"
"(47.333908, -122.183571)"
"(47.477851, -122.13101499999999)"
"(47.767406, -122.30351399999999)"
"(47.296337, -122.36345700000001)"
"(47.456315000000004, -122.28778100000001)"
"(47.383410999999995, -122.31651799999999)"
"(47.537528, -122.383145)"
"(47.530644, -122.360459)"
"(47.462123999999996, -122.01251)"
"(47.2587, -122.200047)"
"(47.620676, -122.296094)"
"(47.440371999999996, -122.19469099999999)"
"(47.775984, -122.32091399999999)"
"(47.331184, -122.32898)"
"(47.354652, -122.03909499999999)"
"(47.687444, -122.11708600000001)"
"(47.685207, -122.352406)"
"(47.594772999999996, -122.061819)"
"(47.776339, -122.392328)"
"(47.19395, -121.975948)"
"(47.303143, -122.342638)"
"(47.768107, -122.08556200000001)"
"(47.274469, -122.33586799999999)"
"(47.483626, -121.772904)"
"(47.442282, -122.13648500000001)"
"(47.287152, -122.220546)"
"(47.488535, -122.34541000000002)"
"(47.663436, -122.34064099999999)"
"(47.365706, -122.01983999999999)"
"(47.586889, -122.295299)"
"(47.55369, -122.00120700000001)"
"(47.767858000000004, -122.271548)"
"(47.647597, -122.36661200000002)"
"(47.717312, -122.033643)"
"(47.711969, -122.29495)"
"(45.666491, -122.69280800000001)"
"(47.65441, -122.386002)"
"(47.570113, -122.37708300000001)"
"(47.544042, -122.36123)"
"(47.698552, -122.31826699999999)"
"(47.500997, -122.358478)"
"(47.62525, -122.11895600000001)"
"(47.388721000000004, -122.31596)"
"(47.344563, -122.28713799999998)"
"(47.511295000000004, -122.157692)"
"(47.603229, -122.33028)"
"(47.344927, -122.306118)"
"(47.689327, -122.31222199999999)"
"(47.454389, -122.35131100000001)"
"(47.562929, -122.026224)"
"(47.629706, -122.222384)"
"(47.475281, -122.34183999999999)"
"(47.69215, -122.305021)"
"(47.325883000000005, -122.360899)"
"(47.593337, -122.29596399999998)"
"(47.348040999999995, -122.03316000000001)"
"(47.692479, -122.16488100000001)"
"(47.692908, -122.164864)"
"(47.692908, -122.164864)"
"(47.318075, -122.34742800000001)"
"(47.411382, -122.08958799999999)"
"(47.552169, -122.154597)"
"(47.765293, -122.37321000000001)"
"(47.743893, -122.341305)"
"(47.674923, -122.163925)"
"(47.195389, -121.975724)"
"(47.371088, -122.06473100000001)"
"(47.404406, -122.324031)"
"(47.398346000000004, -122.197728)"
"(47.485946000000006, -122.19813899999998)"
"(47.686218, -122.340246)"
"(47.499928999999995, -122.23431599999999)"
"(47.31685, -122.174773)"
"(47.675281, -122.37401299999999)"
"(47.546134, -122.150774)"
"(47.330368, -122.216551)"
"(47.330929, -122.215553)"
"(47.331035, -122.21655700000001)"
"(47.331277, -122.21555500000001)"
"(47.327053, -122.215303)"
"(47.326578000000005, -122.215317)"
"(47.327154, -122.2153)"
"(47.327953, -122.215281)"
"(47.32741, -122.21529299999999)"
"(47.327921999999994, -122.215282)"
"(47.327589, -122.21528899999998)"
"(47.327768, -122.21528500000001)"
"(47.326477000000004, -122.21531999999999)"
"(47.326769, -122.21531200000001)"
"(47.326962, -122.21530600000001)"
"(47.327534, -122.21529)"
"(47.327723, -122.215286)"
"(47.326873, -122.215309)"
"(47.327344000000004, -122.215295)"
"(47.328626, -122.213575)"
"(47.327873, -122.214077)"
"(47.328483, -122.213707)"
"(47.327478, -122.214102)"
