lat_long
"(47.270569300000005, -122.2755744648872)"
"(47.64004265, -122.37125738996193)"
"(47.52595605, -122.17428130913461)"
"(47.64608065, -122.35103770633201)"
"(47.669912879822505, -122.41364850973676)"
"(47.374051249999994, -122.17112937206376)"
"(47.2931042, -122.26535834165324)"
"(47.35233925, -122.30277072580645)"
"(47.775135750000004, -122.22787250117881)"
"(47.52112355, -122.15383775508968)"
"(47.5966591, -122.308988)"
"(47.63005034693877, -122.0508208367347)"
"(47.573874, -122.41135520435944)"
"(47.652008, -122.18343345861716)"
"(47.677202699999995, -122.2884203783938)"
"(47.445994999999996, -122.09047746499826)"
"(47.67371667958679, -122.16112766827584)"
"(47.70580855, -122.34570769949417)"
"(47.6499343, -122.38772394785951)"
"(47.70596455, -122.34098409270457)"
"(47.57923847898415, -122.00237293257214)"
"(47.7230772, -122.21480304512828)"
"(47.5128762, -122.19247999879317)"
"(47.4730704, -122.06286873606027)"
"(47.5599931, -122.36452644058069)"
"(47.573028, -122.28392099999999)"
"(47.41932885, -122.34201572951659)"
"(47.77219255, -122.26913138003876)"
"(47.68602455, -122.34580199999999)"
"(47.525816, -121.88589099999999)"
"(47.416144349999996, -122.2143577970057)"
"(47.59627795, -122.28942425122929)"
"(47.696263099999996, -122.09788268133906)"
"(47.600907822333, -121.97350643143908)"
"(47.66133355, -122.19246239419587)"
"(47.61640591418617, -122.23125227611551)"
"(47.67272025, -122.3296548060542)"
"(47.71068237892179, -122.07222926750033)"
"(47.525609149999994, -122.38830552920592)"
"(47.690653000000005, -122.365136)"
"(47.765080294117645, -122.35325472058823)"
"(47.3360247, -122.18082683420789)"
"(47.4527525, -122.35497389955529)"
"(47.4527525, -122.35497389955529)"
"(47.630585387755104, -122.04187918367347)"
"(47.637673385032826, -122.06624482982716)"
"(47.515019, -122.34840374372214)"
"(47.55646479675321, -122.17984990870278)"
"(47.505226300000004, -122.36657595060896)"
"(47.50162055, -122.31366808337992)"
"(47.69175110204081, -122.20839791836735)"
"(47.52917558263047, -122.22253624081084)"
"(47.746588699692566, -122.02951344829485)"
"(47.68324485, -122.27451498979221)"
"(47.5014038, -122.183927)"
"(47.5532147, -122.0264476)"
"(47.77075180536913, -122.35116101342282)"
"(47.4395769, -122.11488149293857)"
"(47.54689828011711, -122.17822292338167)"
"(47.26373175, -122.21139624534005)"
"(47.3825012, -122.09832742510339)"
"(47.323380400000005, -122.34874851249202)"
"(47.65311285, -122.40198037752977)"
"(47.51837040983909, -121.87653259795103)"
"(47.70604085, -122.30579944959581)"
"(47.7022416, -122.37835426222156)"
"(47.57809930612245, -122.24080281632654)"
"(47.68751279641051, -122.04020417865443)"
"(47.4961309, -122.322170926)"
"(47.460801000000004, -122.20835650000001)"
"(47.50311735, -122.30121384379022)"
"(47.592488805375865, -122.1683442751446)"
"(47.62804832733976, -122.09529237028934)"
"(47.4583644, -122.1683496)"
"(47.71919905, -122.17324942570781)"
"(47.5052201, -122.34755770000001)"
"(47.7303716, -122.35288189795304)"
"(47.6982935, -122.38788778251782)"
"(47.68381545, -122.3591362)"
"(47.68568345, -122.37812322507929)"
"(47.68568345, -122.37812322507929)"
"(47.5563771, -122.3626593)"
"(47.4385771, -122.33768085)"
"(47.63894722222222, -122.38730805555555)"
"(47.62727155, -122.30069320057493)"
"(47.47214225, -122.13818273149798)"
"(47.4992309, -122.28028257891333)"
"(47.2664873, -122.2846517)"
"(47.34862991344319, -122.12843915151586)"
"(47.77438890818438, -122.03719926889013)"
"(47.6054288, -122.1289858)"
"(47.488828999999996, -122.09358300000001)"
"(47.397279850000004, -122.30806287058134)"
"(47.485315299999996, -122.33225172593896)"
"(47.503800600000005, -122.37699851262431)"
"(47.5309303, -122.20466174680527)"
"(47.735244836734694, -122.1596997755102)"
"(47.7175116, -122.23374976998731)"
"(47.5199715, -122.36234223360651)"
"(47.293182, -122.07559211943574)"
"(47.575346, -122.1643085)"
"(47.6342993, -122.39510015498635)"
"(47.391224199999996, -122.2131388)"
"(47.60073517735248, -122.01560189958538)"
"(47.315746950000005, -122.26844829999999)"
"(47.40073238330994, -122.42502638676731)"
"(47.4368546, -122.3358414)"
"(47.283907, -122.06234775657978)"
"(47.283907, -122.06234775657978)"
"(47.283907, -122.06234775657978)"
"(47.283907, -122.06234775657978)"
"(47.60828944252664, -121.9646285152382)"
"(47.370720500000004, -122.06833729767484)"
"(47.71967255, -122.17940825103847)"
"(47.325766200000004, -122.27177077585938)"
"(47.455023499999996, -122.2879615)"
"(47.455023499999996, -122.2879615)"
"(47.730646300000004, -122.33493476862446)"
"(47.54187290023436, -122.17154793882334)"
"(47.58766244897959, -122.30915185714285)"
"(47.3855133, -122.32047504946902)"
"(47.566070422605065, -122.02469036942853)"
"(47.748875223260015, -122.34291063558575)"
"(47.1939011, -121.9711951)"
"(47.3010631, -122.22079532533482)"
"(47.3010631, -122.22079532533482)"
"(47.66790415, -122.06656734266141)"
"(47.5308527807422, -122.1363073555665)"
"(47.3334453, -122.32363472548387)"
"(47.641348, -122.374657)"
"(47.50919725, -122.2413235)"
"(47.3189803, -122.33982052527386)"
"(47.6684831, -122.3611733)"
"(47.545961, -122.35516119845528)"
"(48.001835, -119.66906599999999)"
"(47.6732372, -122.27306056394305)"
"(47.738874292929296, -122.34098965656565)"
"(47.57350457467721, -122.12291822114157)"
"(47.608966249999995, -122.31385272491477)"
"(47.5312095, -122.35301004685769)"
"(47.4659305, -122.1919957)"
"(47.6927466, -122.18852714263159)"
"(47.5963601, -122.1473917)"
"(47.56601190000001, -122.37976265049844)"
"(47.734933494949495, -122.31204522222221)"
"(47.7551383877551, -122.27754089795918)"
"(47.65458522003206, -122.11804907495085)"
"(47.65458522003206, -122.11804907495085)"
"(47.386360249999996, -122.30581964839143)"
"(47.43618035, -122.33008117390955)"
"(47.6205763, -122.2977135)"
"(47.75132360810811, -122.35105743243243)"
"(47.6556038, -122.3514417)"
"(47.6308179, -122.36024317564605)"
"(47.762292, -122.31253)"
"(47.440253999999996, -122.13713669924813)"
"(47.42645505, -122.3206026536987)"
"(47.34325275, -122.17918605932562)"
"(47.7350094, -122.1760278)"
"(47.3034339, -122.08417251581221)"
"(47.70193425, -122.30765504747191)"
"(47.544473244897965, -122.01642489795918)"
"(47.71408875, -122.28354266039989)"
"(47.6943464, -122.37709424987047)"
"(47.771319867286124, -122.27345505613202)"
"(47.598427, -122.150414)"
"(47.68020825, -122.27917769968819)"
"(47.63243038236138, -122.04332047055448)"
"(47.26676905, -122.28599010008452)"
"(47.6811716, -122.35664955271334)"
"(47.63013839781169, -122.06171534364987)"
"(47.308237399999996, -122.33734678326442)"
"(47.6699082, -122.3923031)"
"(47.55789998847563, -122.01902733188601)"
"(47.5270673, -122.3770111022807)"
"(47.580413, -122.29476405)"
"(47.7194985, -122.2058166)"
"(47.673235950000006, -122.29773989648459)"
"(47.7385104, -122.19223835941726)"
"(47.681139349999995, -122.26773193987339)"
"(47.49316435, -122.32105677537226)"
"(47.49316435, -122.32105677537226)"
"(47.49316435, -122.32105677537226)"
"(47.5427723, -121.8779669)"
"(47.577085333333336, -122.41058533333334)"
"(47.416574499999996, -122.033837)"
"(47.36552035, -122.12490114210642)"
"(47.57681443037662, -122.21425979777732)"
"(47.687579549999995, -122.38406154944663)"
"(47.354942199999996, -121.92328349713317)"
"(47.66884075, -122.40954632280565)"
"(47.66884075, -122.40954632280565)"
"(47.4426953, -122.33262253209304)"
"(47.7736764, -122.22755164168859)"
"(47.436302, -122.16849642962151)"
"(47.322694049999996, -122.21478161267946)"
"(47.58052462166076, -122.120333)"
"(47.76741918367347, -122.32489177551021)"
"(47.6131302, -122.29815253398093)"
"(47.379996000000006, -122.221639)"
"(47.379996000000006, -122.221639)"
"(47.66980926204328, -122.15721103409533)"
"(47.4598375, -122.2803225)"
"(47.5243261, -122.3457014)"
"(47.5335533, -122.1765364856887)"
"(47.49785895, -122.18915125269231)"
"(47.67515044444445, -122.39084911111111)"
"(47.76926250734012, -122.11848481176075)"
"(47.668470909090914, -122.17485727272727)"
"(47.6082002, -122.3055759)"
"(47.315115199999994, -122.18920557104965)"
"(47.52761725, -122.34393110729471)"
"(47.6963482, -122.11290592667504)"
"(47.7165231695235, -122.11706605990426)"
"(47.7165231695235, -122.11706605990426)"
"(47.6321686665779, -122.2347117329829)"
"(47.4476025, -122.14513996551725)"
"(47.742397419588855, -122.17255673926843)"
"(47.7109882, -122.3558276)"
"(47.7109882, -122.3558276)"
"(47.54194814519045, -122.13137303359365)"
"(47.45383150000001, -122.14736494273862)"
"(47.55312500451092, -122.22576856541755)"
"(47.685171714285715, -122.36880271428572)"
"(47.452878600000005, -122.36178563329335)"
"(47.71529462410279, -122.01566659689841)"
"(47.41966215, -122.18065488249164)"
"(47.5237226, -122.38372696133712)"
"(47.70587755, -122.37302964921614)"
"(47.516819999999996, -122.19936030306866)"
"(47.42820325, -122.16219306829919)"
"(47.3987388, -122.1879192)"
"(47.30905425, -122.00043093390028)"
"(47.5744182, -122.31055905498434)"
"(47.74124585714286, -122.3252536122449)"
"(47.53151015, -122.17720000181643)"
"(47.5373807, -122.39265537952454)"
"(47.52940915, -122.3553470439189)"
"(47.5544577, -122.28322022457957)"
"(47.37124195, -122.1489465001511)"
"(47.6191222, -122.3039432)"
"(47.715357499999996, -122.21295398962263)"
"(47.634114600000004, -122.30301239679822)"
"(47.607177951612904, -122.1475304516129)"
"(47.63910024489795, -122.10522295918368)"
"(47.6830715, -122.36193011650721)"
"(47.680099049999995, -122.2885480426682)"
"(47.729887500000004, -122.22571943712092)"
"(47.629009090909086, -122.09285245454545)"
"(47.52009607273118, -121.8731003098778)"
"(47.592983000000004, -122.207904)"
"(47.519956300000004, -122.37642378747475)"
"(47.63524826966292, -122.19814843820225)"
"(47.32510365, -122.28258475649292)"
"(47.4894151, -122.07051429557615)"
"(47.3785407, -122.04426175293136)"
"(47.688692700000004, -122.1833999303056)"
"(47.454713999999996, -122.21201908108108)"
"(47.418456199999994, -122.21306771266423)"
"(47.60785033333333, -122.19865413333333)"
"(47.382382449999994, -122.20200589147976)"
"(47.382382449999994, -122.20200589147976)"
"(47.428552, -122.20861474861879)"
"(47.61394372483221, -122.14474881208054)"
"(47.73536757777778, -122.35071851851852)"
"(47.662246, -122.344456)"
"(47.662246, -122.344456)"
"(47.662246, -122.344456)"
"(47.662246, -122.344456)"
"(47.662246, -122.344456)"
"(47.662246, -122.344456)"
"(47.69117345, -122.36495048790317)"
"(47.6054288, -122.1289858)"
"(47.64353623211451, -122.106781947266)"
"(47.72216205, -122.2106379)"
"(47.47555955, -122.11399769961068)"
"(47.4808881, -122.17770045)"
"(47.4516682, -122.2020994)"
"(47.68306015, -122.11879751292344)"
"(47.70820545, -122.19083880647065)"
"(47.70802875, -122.19084097865698)"
"(47.565526429065265, -122.1383791331437)"
"(47.58221495, -122.3830415402876)"
"(47.6733509, -122.35505935628379)"
"(47.6122613, -122.30917781543046)"
"(47.6122613, -122.30917781543046)"
"(47.55648305, -122.26676189878907)"
"(47.55648305, -122.26676189878907)"
"(47.6747143, -122.3704831)"
"(47.33829625, -122.28234405212328)"
"(47.540042150000005, -122.35527954565941)"
"(47.6980353, -122.3483547)"
"(47.712737176603376, -122.0337014105696)"
"(47.3457957, -122.21331190000001)"
"(47.698270550000004, -122.36949505308874)"
"(47.609085050000004, -122.28643466900685)"
"(47.394311849999994, -122.19566300006497)"
"(47.394311849999994, -122.19566300006497)"
"(47.43641495, -122.20893569939642)"
"(47.3424988, -122.19474875)"
"(47.557163453058585, -122.1776306380197)"
"(47.750814037159, -122.14913640236384)"
"(47.702632350964684, -122.19896347829344)"
"(47.6467714, -122.3835899)"
"(47.544759, -122.014194)"
"(47.54792760606061, -122.0107290909091)"
"(47.3836352, -122.1676094559559)"
"(47.2615343, -122.2488033)"
"(47.747738042127835, -122.0373443813738)"
"(47.32153785, -122.38898489019311)"
"(47.4873376, -121.8622122)"
"(47.533648400189506, -122.23915802479307)"
"(47.6456882, -122.39662475)"
"(47.37370205, -122.27492477544112)"
"(47.76803534693878, -122.36637477551021)"
"(47.453782000000004, -122.12169)"
"(47.5032554, -122.1437398)"
"(47.31068945, -122.32264567211203)"
"(47.58386946456179, -121.99372208767416)"
"(47.1951651, -121.97161)"
"(47.4672225, -122.291431)"
"(47.5741698, -122.0332972)"
"(47.54907665, -122.37932879362435)"
"(47.485986339261125, -121.77439455725741)"
"(47.196784, -122.0129827)"
"(47.7099034, -122.3563031)"
"(47.7486517, -122.2110925)"
"(47.3431037, -122.27432184636203)"
"(47.49246024999999, -122.27473033712077)"
"(47.7159034, -122.173039)"
"(47.7612163, -122.26837082561791)"
"(47.30391899999999, -122.30626050299891)"
"(47.6442312, -122.39662244892139)"
"(47.6442312, -122.39662244892139)"
"(47.576836736482825, -121.9925298372032)"
"(47.5224413, -122.32322225)"
"(47.5502494, -122.3027103)"
"(47.6020612, -122.3080244)"
"(47.533192150000005, -122.27752794555062)"
"(47.750011199261465, -122.28252146787514)"
"(47.374067800000006, -122.2764968832204)"
"(47.58673283968713, -121.97371360305957)"
"(47.486728182097295, -121.77440690758209)"
"(47.32980925, -122.3255583)"
"(47.3481972, -122.04258108192924)"
"(47.4873376, -121.8622122)"
"(47.744463777777774, -122.32849122222223)"
"(47.75010173895583, -122.32114709638554)"
"(47.75724338183229, -122.36686151505836)"
"(47.45418755, -122.1838681981399)"
"(47.28201985, -122.34618784774645)"
"(47.52324625, -122.35749352175324)"
"(47.53784765, -122.27512369104595)"
"(47.2921858, -122.19072032774675)"
"(47.6256011, -122.0091002)"
"(47.6256011, -122.0091002)"
"(47.6256011, -122.0091002)"
"(47.6256011, -122.0091002)"
"(47.6256011, -122.0091002)"
"(47.6256011, -122.0091002)"
"(47.6256011, -122.0091002)"
"(47.6256011, -122.0091002)"
"(47.74053245, -122.17332890167879)"
"(47.4033388, -122.03905100978713)"
"(47.6847269, -122.3129126095825)"
"(47.65388745, -122.4085134632063)"
"(47.66097692929293, -122.19714351515151)"
"(47.48721755, -122.362669386891)"
"(47.617509, -122.31788057142857)"
"(47.1948243, -121.9723044)"
"(47.36224535, -122.04101685)"
"(47.57009621308297, -122.21898495333132)"
"(47.352468, -122.30450450264789)"
"(47.4783425, -122.28672299774011)"
"(47.3380144, -122.1765713)"
"(47.44596533556158, -121.77231278684492)"
"(47.44596533556158, -121.77231278684492)"
"(47.7254092, -122.22603824176505)"
"(47.456315950000004, -122.08692925060993)"
"(47.621285693877546, -122.30096485714286)"
"(47.621285693877546, -122.30096485714286)"
"(47.6500946, -122.3365508)"
"(47.6393496, -122.38981474646714)"
"(47.63678740979035, -122.21397930166273)"
"(47.51655460008666, -122.05607105166276)"
"(47.54265715, -122.35671105266545)"
"(47.49076941500071, -121.89645244745074)"
"(47.7155483, -122.16708617424766)"
"(47.38592205278253, -122.40590307478449)"
"(47.3345778, -122.25344135990498)"
"(47.74123205, -122.22928783727986)"
"(47.2969138, -122.34925255)"
"(47.620821192403305, -122.0593323434683)"
"(47.66695364330116, -122.16927641895666)"
"(47.48504538255033, -122.30108122818793)"
"(47.5257978, -122.36085)"
"(47.5557192, -122.2809878)"
"(47.30800105, -122.35145583247288)"
"(47.6596878, -122.3530806)"
"(47.65696712244898, -122.34843114285714)"
"(47.59291655, -122.30647197582107)"
"(47.1948019, -121.9732836)"
"(47.66443205, -122.08324745)"
"(47.555392749999996, -122.37792331279232)"
"(47.4298962, -122.17863232347884)"
"(47.62222965329513, -122.01898035243552)"
"(47.3735073, -122.17657669868117)"
"(47.3735073, -122.17657669868117)"
"(47.58212127284459, -122.11737845492208)"
"(47.51053295, -122.33213400760627)"
"(47.554004899999995, -122.3085934516127)"
"(47.49839445, -122.3521591967484)"
"(47.6204981632653, -122.30261842857144)"
"(47.66786675, -122.17125654821984)"
"(47.66863, -122.400015)"
"(47.58659428680875, -122.39297539389297)"
"(47.6774091, -122.3684735858951)"
"(47.69062805, -122.20678326444559)"
"(47.5244765, -122.28642967793124)"
"(47.760978949999995, -122.26709969999999)"
"(47.7204207, -122.3537977)"
"(47.7204207, -122.3537977)"
"(47.54314, -122.321529)"
"(47.4593308, -122.0620154)"
"(47.3828323, -122.16379945501814)"
"(47.4901104, -121.7835461)"
"(47.587159575757575, -122.22818378787879)"
"(47.3212452, -122.33957545039925)"
"(47.49166755, -122.30656315080932)"
"(47.3794181, -122.2792412)"
"(47.4507565, -122.13071960917395)"
"(47.49791326507643, -122.46669258340188)"
"(47.5651316, -122.36464092291035)"
"(47.5232552, -122.198942363)"
"(47.768766112676055, -122.3406511690141)"
"(47.3016552, -122.37694761343042)"
"(47.6546447, -122.1331626)"
"(47.4220841, -122.0511957)"
"(47.731769150085555, -121.974460897878)"
"(47.7029816, -122.2827605)"
"(47.628708, -122.108757)"
"(47.34719495, -122.10953594400675)"
"(47.68918355, -122.37069089221329)"
"(47.730247250000005, -122.19234856638754)"
"(47.7159034, -122.173039)"
"(47.36339825, -122.04601239233037)"
"(47.71950335, -122.19674118642655)"
"(47.695623, -122.11588035675354)"
"(47.630021400000004, -122.36286855)"
"(47.6630787, -122.33664477516757)"
"(47.350922749999995, -122.00640919089082)"
"(47.350922749999995, -122.00640919089082)"
"(47.307019, -122.19512826249138)"
"(47.6391176, -122.36389000575019)"
"(47.6391176, -122.36389000575019)"
"(47.4946927, -122.34773459798093)"
"(47.555457265306124, -122.31600340816325)"
"(47.55411085610798, -122.13054626672665)"
"(47.6125993, -122.1535591)"
"(47.293056, -122.19152375686157)"
"(47.66154335, -122.04751958448676)"
"(47.5254638, -122.27707147401395)"
"(47.183592, -121.97089033692487)"
"(47.7370131, -122.2207555651916)"
"(47.72391824618347, -122.10813300349281)"
"(47.58750265, -122.39266694636711)"
"(47.62451455102041, -122.23670036734694)"
"(47.58686417179623, -122.05595504942555)"
"(47.6633386, -122.28900387408675)"
"(47.3667, -122.09104806513959)"
"(47.55222434228188, -121.99629108053692)"
"(47.73671665100671, -122.30989753691274)"
"(47.493920599999996, -122.13426112537286)"
"(47.56575555, -122.36627079807133)"
"(47.1953755, -121.971222)"
"(47.6693391, -122.4017497495339)"
"(47.3110506, -122.0288738)"
"(47.3110506, -122.0288738)"
"(47.539022, -122.3370863)"
"(47.743561535353535, -122.32886432323232)"
"(47.48712825905818, -121.77936859361327)"
"(47.488130063729784, -121.89951608464501)"
"(47.551675450000005, -122.35972045108872)"
"(47.3337675, -122.05468155349655)"
"(47.524695, -122.3686692)"
"(47.353784450000006, -122.13714094544966)"
"(47.59721426530612, -122.30909724489796)"
"(47.2961834, -122.2224575)"
"(47.438017099999996, -122.32990293478171)"
"(47.438017099999996, -122.32990293478171)"
"(47.3970378, -122.18401829821076)"
"(47.3690305, -122.077258)"
"(47.59852445, -122.3100129)"
"(47.49009275, -122.2369071)"
"(47.77420867197573, -122.2797581490178)"
"(47.77420867197573, -122.2797581490178)"
"(47.5668186, -122.0030411)"
"(47.6148289, -122.303874)"
"(47.726163400000004, -122.20049931208393)"
"(47.7084178, -122.27557273515394)"
"(47.730727873209325, -122.06019043660467)"
"(47.534152181818186, -122.34759072727273)"
"(47.7441893, -122.24747565185415)"
"(47.69846785, -122.38099083753005)"
"(47.69846785, -122.38099083753005)"
"(47.5093627, -122.34579764294558)"
"(47.47435445, -122.32237132555096)"
"(47.56385985, -122.39856556459011)"
"(47.5731864, -122.3872604)"
"(47.45613755, -122.35644193019137)"
"(47.6856242, -122.27614810450774)"
"(47.19297555, -121.9762532)"
"(47.4873376, -121.8622122)"
"(47.54356086702332, -122.22857867959512)"
"(47.476641889933504, -121.72809831971507)"
"(47.48697315, -122.23900130368605)"
"(47.35184155, -122.2107168539491)"
"(47.33260555, -122.26221772540951)"
"(47.74298513315154, -121.97906723088943)"
"(47.51157475, -122.30899553022613)"
"(47.51157475, -122.30899553022613)"
"(47.41995805, -122.33163185812595)"
"(47.582276, -121.99813671428572)"
"(47.6701051, -122.26376536837398)"
"(47.6888476, -122.3555304)"
"(47.278970099999995, -122.26543757115384)"
"(47.322994800000004, -122.39631157402181)"
"(47.67341985, -122.38330922857719)"
"(47.679790499999996, -122.03394860256012)"
"(47.452048000000005, -122.1416925)"
"(47.72079142497426, -122.12300599263627)"
"(47.5755379, -122.154647)"
"(47.32241495, -122.21838892229552)"
"(47.57388810204081, -122.16231865306122)"
"(47.61952509536175, -122.02772063478488)"
"(47.62498465, -122.30270951496541)"
"(47.696247150000005, -122.28194295632859)"
"(47.68646187062954, -122.09309903847469)"
"(47.569825, -122.296994)"
"(47.428395699999996, -122.17867615)"
"(47.69338625, -122.16591802039132)"
"(47.49829715, -122.17096695000001)"
"(47.578883252039205, -122.02939264848924)"
"(47.76034655, -122.19464972708688)"
"(47.5386211, -122.3662183)"
"(47.194177, -121.9717494)"
"(47.73672075, -122.1860446225406)"
"(47.73672075, -122.1860446225406)"
"(47.6154401, -122.30691682467979)"
"(47.5423012, -122.26865711481528)"
"(47.6836086, -122.29293434909721)"
"(47.674572, -122.31075130977902)"
"(47.667644100000004, -121.99287647446738)"
"(47.55018732665, -122.32254966226844)"
"(47.4046294, -122.1804498998925)"
"(47.74450692795075, -122.33160805124601)"
"(47.71078420281861, -122.0215377060868)"
"(47.5135517, -122.38155623654418)"
"(47.2405702, -122.0946657)"
"(47.2405702, -122.0946657)"
"(47.638830008895965, -121.98737685009259)"
"(47.4216673, -122.29174265071092)"
"(47.6778255, -122.1174535)"
"(47.57489235, -122.38773819850127)"
"(47.5623747, -122.2966347)"
"(47.641717850000006, -122.37339382608877)"
"(47.531692224489795, -122.04876753061224)"
"(47.71055176948654, -122.0105258131641)"
"(47.6977403, -122.11769617601874)"
"(47.3756369, -122.3057774)"
"(47.2587489, -122.19244119999999)"
"(47.67317772727273, -122.38285166666667)"
"(47.542260999999996, -122.387495)"
"(47.208224, -121.99379291935483)"
"(47.67359505, -122.38054765)"
"(47.4398365, -122.16183491337387)"
"(47.523596299999994, -122.31611696982243)"
"(47.3487868, -122.02235977457019)"
"(47.3487868, -122.02235977457019)"
"(47.5856295, -121.8599218)"
"(47.5856295, -121.8599218)"
"(47.7432853, -122.2329754)"
"(47.47551125, -122.11225809120506)"
"(47.47551125, -122.11225809120506)"
"(47.47270505, -122.12664772665377)"
"(47.6581123, -122.28365845890826)"
"(47.437137, -122.16172721511629)"
"(47.2823304, -122.30313919445013)"
"(47.4572116, -122.182214325)"
"(47.47866750025592, -121.76076547314867)"
"(47.3067918, -122.08350060000001)"
"(47.289227499999996, -122.27070885)"
"(47.7074401, -122.0151729)"
"(47.643712, -122.162195)"
"(47.378672949999995, -122.30450017535719)"
"(47.378672949999995, -122.30450017535719)"
"(47.37299715, -122.05032945210604)"
"(47.355451650000006, -122.02559779056668)"
"(47.4608605, -122.0694596)"
"(47.3504424, -122.27747082457213)"
"(47.72320425, -122.17459022610487)"
"(47.58359039952474, -122.21943705195568)"
"(47.69922445, -122.17331250484597)"
"(47.64794435632184, -121.90861289655172)"
"(47.5983622, -122.2996361)"
"(47.560483081632654, -122.27552583673469)"
"(47.560483081632654, -122.27552583673469)"
"(47.6725867, -122.3196048)"
"(47.362027999999995, -122.110435)"
"(47.626655225563916, -122.02568592481202)"
"(47.397956050000005, -122.17579348195632)"
"(47.397956050000005, -122.17579348195632)"
"(47.745548751891, -122.10097364347344)"
"(47.58850165306122, -122.19528667346938)"
"(47.6460282, -122.4049363)"
"(47.3901674, -122.2368365)"
"(47.49047109999999, -122.3177188)"
"(47.6820308, -122.39003068946292)"
"(47.2801901, -122.31680234048758)"
"(47.3385494, -122.28006044009574)"
"(47.3385494, -122.28006044009574)"
"(47.6665255, -122.3697849)"
"(47.727475749999996, -122.20897845122116)"
"(47.74399605, -122.18118815603057)"
"(47.47440893877551, -121.73706401020408)"
"(47.425124, -122.14860202380952)"
"(47.762705, -122.36094410204082)"
"(47.562149, -122.148138)"
"(47.399986512485484, -122.46785567553016)"
"(47.75684267125624, -122.22579785822744)"
"(47.32778265, -122.20611344171883)"
"(47.3626149, -122.04232012472406)"
"(47.2837447, -122.20077665727268)"
"(47.2837447, -122.20077665727268)"
"(47.769911750000006, -122.26455438421549)"
"(47.384085299999995, -122.09616486577995)"
"(47.683990050000006, -122.119627325)"
"(47.6786423, -122.38900285096426)"
"(47.6089924, -122.29018083947051)"
"(47.4803097, -122.2783697557143)"
"(47.545079929116035, -122.19033712019073)"
"(47.6573511, -122.34822739120503)"
"(47.270006949999996, -122.33081763700426)"
"(47.76543115686274, -122.34849990196079)"
"(47.58118524962196, -122.21342948830988)"
"(47.5641228, -122.1689043)"
"(47.4221486, -122.29017235057592)"
"(47.38140785, -122.02316235796044)"
"(47.769959650000004, -122.19535414458517)"
"(47.5327516, -122.37630560043308)"
"(47.297457949999995, -122.31074818024331)"
"(47.284841799999995, -122.19482450498653)"
"(47.35235985, -122.17651194393116)"
"(47.501232099999996, -122.32935649682204)"
"(47.30920055, -122.35669885)"
"(47.546319136363635, -122.013602)"
"(47.594310300000004, -122.30803338492254)"
"(47.3628119, -122.03895884712318)"
"(47.684300750000006, -122.28072427763308)"
"(47.684300750000006, -122.28072427763308)"
"(47.53986853229841, -122.06399624369718)"
"(47.76273556937376, -122.16376438875602)"
"(47.195359499999995, -121.9794160366438)"
"(47.3752128, -122.1972513)"
"(47.7052026, -122.3767733)"
"(47.492416000000006, -122.36354350361913)"
"(47.017453, -122.82444)"
"(47.30424065, -122.23074282558787)"
"(47.1945195, -122.00756587957393)"
"(47.6393036, -122.34882532110993)"
"(47.35773845, -122.1510907014979)"
"(47.660611849999995, -122.19162689269544)"
"(47.6490752, -122.382884)"
"(47.58179281481481, -122.2461302962963)"
"(47.65269655, -122.3862373328745)"
"(47.63195614315911, -122.09739762081186)"
"(47.588377, -122.063801)"
"(47.757419004381106, -122.31255010790709)"
"(47.67475465, -122.3146248663912)"
"(47.629249200000004, -122.28380814153229)"
"(47.504055449999996, -122.32902106670281)"
"(47.366808649999996, -122.03561230204586)"
"(47.2636139, -122.2919009)"
"(47.625008230197075, -122.20588658901075)"
"(47.686391549999996, -122.35985975020125)"
"(47.366228050000004, -122.18164118164466)"
"(47.31316835, -122.18266489999999)"
"(47.50417275, -122.19397240144858)"
"(47.437350550000005, -122.15769657503063)"
"(47.3816509, -122.09223285621508)"
"(47.37877805, -122.11687841529341)"
"(47.2815339, -122.2639954)"
"(47.6593801, -122.32435412696478)"
"(47.70950645, -122.27660526435272)"
"(47.772501311629455, -122.19894587347211)"
"(47.46078795, -122.19374979678193)"
"(47.60262028348844, -122.11863722192265)"
"(47.7329262587893, -121.96481938117675)"
"(47.6507892, -122.3830987)"
"(47.352809300000004, -122.09740527302719)"
"(47.4873376, -121.8622122)"
"(47.5664568, -122.36929)"
"(47.293852, -122.10865689021549)"
"(47.71078135, -122.31082820257595)"
"(47.693787650000004, -122.19112807201063)"
"(47.30434845, -122.37349091598958)"
"(47.37603765, -122.32287765056236)"
"(47.322544449999995, -122.03798157242139)"
"(47.3791588, -122.31962755808667)"
"(47.65707806122449, -122.36093891836735)"
"(47.52344145, -122.16880920125)"
"(47.5109741, -122.38606785091801)"
"(47.6724966, -122.32907710974122)"
"(47.665524500000004, -122.35940512500042)"
"(47.448602, -122.12940153981344)"
"(47.53901005, -122.36899000625)"
"(47.774109749999994, -122.22448147916992)"
"(47.647116100000005, -122.32001545502501)"
"(47.759749400000004, -122.25778117985826)"
"(47.327619, -122.33324444993067)"
"(47.49202885, -122.22483752004985)"
"(47.1951695, -121.9729114)"
"(47.4403237, -122.3321844)"
"(47.4403237, -122.3321844)"
"(47.73461674259755, -121.97218214338503)"
"(47.623870100000005, -122.2980274733417)"
"(47.641680878787874, -122.21777457575757)"
"(47.6498373, -122.1616652)"
"(47.474320750000004, -122.12200107862895)"
